"","qseqid","sseqid","stitle","evalue","bitscore","pident","qcovs","qcovhsp","query","superkingdom","phylum","class","order","family","genus","species"
"538","ASV667","gi|1861039681|dbj|LC546508.1|","Sphingomonas sp. BR-235 gene for 16S ribosomal RNA, partial sequence",2.43e-125,462,99.605,100,100,"28214","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas sp."
"539","ASV668","gi|1848976535|gb|MT570016.1|","Uncultured Curvibacter sp. clone FT01 16S ribosomal RNA gene, partial sequence",2.43e-125,462,99.605,100,100,"326294","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Curvibacter","uncultured Curvibacter sp."
"540","ASV670","gi|1824786870|gb|MT251926.1|","Candidatus Hamiltonella defensa isolate Hami7 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"138072","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Candidatus Hamiltonella","Candidatus Hamiltonella defensa"
"541","ASV671","gi|1002691687|gb|KU111365.1|","Uncultured bacterium clone 14688 16S ribosomal RNA gene, partial sequence",1.16e-103,390,94.488,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"542","ASV672","gi|1985644067|emb|HG987497.1|","uncultured bacterium partial 16S rRNA gene",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"543","ASV673","gi|1189448476|gb|MF047170.1|","Uncultured bacterium clone A588 16S ribosomal RNA gene, partial sequence",1.87e-126,466,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"544","ASV674","gi|1962353851|emb|LR604937.1|","uncultured Leuconostoc sp. partial 16S rRNA gene",1.14e-118,440,98.024,100,100,"173262","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Leuconostoc","uncultured Leuconostoc sp."
"545","ASV675","gi|378556539|gb|JQ357154.1|","Uncultured bacterium clone SG_C10 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"546","ASV677","gi|1215188176|dbj|LC292185.1|","Uncultured prokaryote gene for urease, partial sequence, 16S_OTU:4708",2.43e-125,462,99.605,100,100,"198431",NA,NA,NA,NA,NA,NA,"uncultured prokaryote"
"547","ASV678","gi|2505671963|emb|OX608076.1|","Eupeodes luniger genome assembly, chromosome: 4",6.14e-127,468,97.794,99,93,"1124559","Eukaryota","Arthropoda","Insecta","Diptera","Syrphidae","Eupeodes","Eupeodes luniger"
"548","ASV679","gi|1189449392|gb|MF048086.1|","Uncultured bacterium clone A1504 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"549","ASV680","gi|2565977114|emb|OY725326.1|","Inga leiocalycina genome assembly, chromosome: 7",9.08e-95,361,92.8,99,99,"486065","Eukaryota","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Inga","Inga leiocalycina"
"550","ASV681","gi|2795023635|gb|PQ251668.1|","Uncultured Hyphomicrobiales bacterium clone OTU4988 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"208549","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales",NA,NA,"uncultured Hyphomicrobiales bacterium"
"551","ASV683","gi|1336504295|gb|MG858389.1|","Uncultured bacterium clone OTU557_Y_2_A_835419 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"552","ASV684","gi|444189535|gb|KC192526.1|","Uncultured organism clone 21m-72-27F 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"155900",NA,NA,NA,NA,NA,NA,"uncultured organism"
"553","ASV685","gi|1189449735|gb|MF048429.1|","Uncultured bacterium clone A1847 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"554","ASV686","gi|2553912114|gb|OR357244.1|","Uncultured bacterium clone 48934f 16S ribosomal RNA gene, partial sequence",5.26e-122,451,98.814,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"555","ASV687","gi|549140772|emb|HG324451.1|","Uncultured bacterium partial 16S rRNA gene, clone 150HD1",2.47e-115,429,97.233,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"556","ASV688","gi|1173235664|gb|KY875791.1|","Uncultured bacterium clone denovo18276 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"557","ASV689","gi|1496538689|gb|MH524699.1|","Uncultured bacterium clone OTU_1051 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"558","ASV690","gi|571025730|emb|HF546511.1|","Uncultured Acidobacteria bacterium partial 16S rRNA gene, DGGE gel band 138RL_12g",5.23e-127,468,100,100,100,"171953","Bacteria","Acidobacteriota",NA,NA,NA,NA,"uncultured Acidobacteriota bacterium"
"559","ASV691","gi|1173238119|gb|KY878246.1|","Uncultured bacterium clone denovo30416 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"560","ASV692","gi|1483583660|dbj|LC412394.1|","Uncultured bacterium Aw3-095 gene for 16S ribosomal RNA, partial sequence",1.16e-103,390,94.51,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"561","ASV693","gi|1208902562|gb|MF364039.1|","Uncultured bacterium clone 2286322_1 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"562","ASV694","gi|1851864441|gb|MT588446.1|","Rhodococcus sp. (in: high G+C Gram-positive bacteria) strain Voy40th21a-4 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"1831","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Nocardiaceae","Rhodococcus","Rhodococcus sp. (in: high G+C Gram-positive bacteria)"
"563","ASV696","gi|1050229559|gb|KX672543.1|","Uncultured Enterobacteriaceae bacterium clone S5_J43 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"218034","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae",NA,"uncultured Enterobacteriaceae bacterium"
"564","ASV697","gi|1220512706|gb|KY288064.1|","Anncaliia azovica isolate AZG3 small subunit ribosomal RNA gene, partial sequence",6.7e-126,464,100,100,100,"2022858","Eukaryota","Microsporidia",NA,NA,"Tubulinosematidae","Anncaliia","Anncaliia azovica"
"565","ASV698","gi|1109496608|gb|KY281189.1|","Uncultured bacterium clone CP_Otu6291 16S ribosomal RNA gene, partial sequence",2.48e-110,412,96.047,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"566","ASV699","gi|1782952423|dbj|AB833606.1|","Leifsonia sp. Ri3Pt_4381 gene for 16S rRNA, partial sequence",5.23e-127,468,100,100,100,"1362030","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Microbacteriaceae","Leifsonia","Leifsonia sp. Ri3Pt_4381"
"567","ASV7","gi|1835259407|gb|MT386309.1|","Enterobacteriaceae bacterium strain Atelim3M 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"1849603","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae",NA,"Enterobacteriaceae bacterium"
"568","ASV700","gi|1189447998|gb|MF046692.1|","Uncultured bacterium clone A110 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"569","ASV701","gi|1833253140|gb|MT360236.1|","Methylobacterium sp. strain YMA_23 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"409","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Methylobacteriaceae","Methylobacterium","Methylobacterium sp."
"570","ASV702","gi|1697770435|gb|MN134333.1|","Uncultured Staphylococcus sp. clone MN3211_D10 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"189668","Bacteria","Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","uncultured Staphylococcus sp."
"571","ASV703","gi|1857302986|gb|MT613404.1|","Dickeya fangzhongdai strain Orc3-1 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"1778540","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Pectobacteriaceae","Dickeya","Dickeya fangzhongdai"
"572","ASV704","gi|1378082073|gb|MH214947.1|","Uncultured bacterium clone Otu158 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"573","ASV707","gi|1189449956|gb|MF048650.1|","Uncultured bacterium clone A2068 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"574","ASV708","gi|288964445|gb|GQ203674.1|","Preussia tetramera voucher UPS:Lundqvist 13449 12S small subunit ribosomal RNA gene, partial sequence; mitochondrial",2.65e-71,283,83.75,100,100,"718247","Eukaryota","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia","Preussia tetramera"
"575","ASV71","gi|1389173633|gb|MH337869.1|","Rickettsia endosymbiont of Tunga penetrans clone 20 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"2200766","Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Rickettsia","Rickettsia endosymbiont of Tunga penetrans"
"576","ASV710","gi|1855411586|gb|MT611735.1|","Paraburkholderia fungorum strain 2723 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"134537","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Paraburkholderia","Paraburkholderia fungorum"
"577","ASV711","gi|389566109|gb|JF811563.1|","Uncultured Bacteroidetes bacterium clone A151 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"152509","Bacteria","Bacteroidota",NA,NA,NA,NA,"uncultured Bacteroidota bacterium"
"578","ASV712","gi|1835259278|gb|MT386180.1|","Chryseobacterium sp. strain Atecer7N 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"1871047","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","Chryseobacterium sp."
"579","ASV713","gi|1782941561|dbj|AB834899.1|","Methylobacteriaceae bacterium Se2Pw_3242 gene for 16S rRNA, partial sequence",5.23e-127,468,100,100,100,"1363155","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Methylobacteriaceae",NA,"Methylobacteriaceae bacterium Se2Pw_3242"
"580","ASV714","gi|1772803542|dbj|LC507980.1|","Aquabacterium sp. JCM 13878 gene for 16S rRNA, partial sequence",5.23e-127,468,100,100,100,"1872578","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales",NA,"Aquabacterium","Aquabacterium sp."
"581","ASV715","gi|939588796|gb|KR841719.1|","Uncultured bacterium clone OTU_10435 16S ribosomal RNA gene, partial sequence",7.5e-56,231,83.203,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"582","ASV716","gi|386779841|gb|JF909011.1|","Uncultured beta proteobacterium clone 113 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"86027","Bacteria","Pseudomonadota","Betaproteobacteria",NA,NA,NA,"uncultured beta proteobacterium"
"583","ASV717","gi|1782950804|dbj|AB831987.1|","Flavobacterium sp. Ri1Ps_4689 gene for 16S rRNA, partial sequence",5.23e-127,468,100,100,100,"1359428","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp. Ri1Ps_4689"
"584","ASV718","gi|1189448502|gb|MF047196.1|","Uncultured bacterium clone A614 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"585","ASV719","gi|1434133277|gb|MH669306.1|","Pseudoroseomonas aerophila strain H381 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"1224513","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Pseudoroseomonas","Pseudoroseomonas aerophila"
"586","ASV72","gi|1790889221|gb|CP013210.1|","Empedobacter brevis strain BCLYD2 chromosome, complete genome",5.38e-107,401,95.257,100,100,"247","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Weeksellaceae","Empedobacter","Empedobacter brevis"
"587","ASV720","gi|2729058743|emb|OZ007032.1|","MAG: uncultured Alistipes sp. isolate metabat2_pooled_hifiasm.969 MAG genome assembly, chromosome: 1",2.47e-115,429,97.233,100,100,"538949","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","uncultured Alistipes sp."
"588","ASV721","gi|1705321961|gb|MN181335.1|","Tumebacillus luteolus strain T2-36 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"1616821","Bacteria","Bacillota","Bacilli","Bacillales","Alicyclobacillaceae","Tumebacillus","Tumebacillus luteolus"
"589","ASV722","gi|1708137859|gb|MN212470.1|","Uncultured bacterium clone t__41169 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"590","ASV723","gi|1859633577|gb|MT642941.1|","Bacillus safensis strain KMF402 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"561879","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus safensis"
"591","ASV724","gi|2736093861|dbj|LC800758.1|","Sphingomonas rubra 15-8F_G08 gene for 16S ribosomal RNA, partial sequence",5.23e-127,468,100,100,100,"634430","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas rubra"
"592","ASV725","gi|1569120438|gb|MK501346.1|","Kocuria halotolerans strain 1701 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"405770","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Rothia","Rothia halotolerans"
"593","ASV726","gi|1835963345|gb|MT415803.1|","Corynebacterium variabile strain LB93 16S ribosomal RNA gene, partial sequence",1.46e-127,470,100,100,100,"1727","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium variabile"
"594","ASV727","gi|1850774357|gb|MT573841.1|","Lactobacillus kitasatonis strain 1445 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"237446","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus kitasatonis"
"595","ASV729","gi|1800440836|dbj|LC519858.1|","Lactobacillus floricola JCM 16512 gene for 16S rRNA, partial sequence",5.3e-117,435,97.628,100,100,"679249","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Holzapfeliella","Holzapfeliella floricola"
"596","ASV73","gi|1475926041|dbj|AP018933.1|","Zymobacter palmae IAM14233 DNA, complete genome",5.23e-127,468,100,100,100,"33074","Bacteria","Pseudomonadota","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Zymobacter","Zymobacter palmae"
"597","ASV730","gi|939598545|gb|KR851468.1|","Uncultured bacterium clone OTU_20184 16S ribosomal RNA gene, partial sequence",3.16e-124,459,99.213,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"598","ASV731","gi|1858710525|gb|CP054795.1|","Mycolicibacterium smegmatis strain FDAARGOS_679 chromosome",2.43e-125,462,99.605,100,100,"1772","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium smegmatis"
"599","ASV732","gi|1173235710|gb|KY875837.1|","Uncultured bacterium clone denovo18490 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"600","ASV733","gi|1779613664|gb|MN749756.1|","Azohydromonas sp. strain UFLA_324 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"1872666","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Sphaerotilaceae","Azohydromonas","Azohydromonas sp."
"601","ASV738","gi|1279511495|gb|MG559217.1|","Uncultured bacterium clone OTU_840 16S ribosomal RNA gene, partial sequence",1.46e-127,470,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"602","ASV739","gi|1785000536|gb|MN841897.1|","Gilliamella sp. strain B8843-T3 16S ribosomal RNA gene, partial sequence",1.13e-123,457,99.209,100,100,"1891236","Bacteria","Pseudomonadota","Gammaproteobacteria","Orbales","Orbaceae","Gilliamella","Gilliamella sp."
"603","ASV74","gi|2418407530|gb|OQ135317.1|","Commensalibacter sp. strain TBRC 16381 16S ribosomal RNA gene, partial sequence",2.43e-125,462,99.605,100,100,"3043873","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Commensalibacter","Commensalibacter oyaizuii"
"604","ASV740","gi|1858806455|gb|MT631997.1|","Stenotrophomonas rhizophila strain LA-3 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"216778","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Stenotrophomonas","Stenotrophomonas rhizophila"
"605","ASV741","gi|1770960933|gb|MN629069.1|","Novosphingobium clariflavum strain B27 16S ribosomal RNA gene, partial sequence",2.43e-125,462,99.605,100,100,"2029884","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium","Novosphingobium clariflavum"
"606","ASV742","gi|1280076003|gb|MG579159.1|","Uncultured bacterium clone OTU662 16S ribosomal RNA gene, partial sequence",2.45e-120,446,98.8,99,99,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"607","ASV743","gi|1149125124|gb|KY647520.1|","Uncultured bacterium clone U1039 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"608","ASV744","gi|2163806680|emb|LR980311.1|","uncultured Alphaproteobacteria partial 16S rRNA gene",1.13e-123,457,99.209,100,100,"91750","Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,"uncultured Alphaproteobacteria bacterium"
"609","ASV745","gi|1182622135|gb|KY958011.1|","Uncultured bacterium clone filt2146006 16S ribosomal RNA gene, partial sequence",2.43e-125,462,100,99,99,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"610","ASV746","gi|2237340148|emb|OW755532.1|","uncultured Legionellaceae bacterium DNA containing 16S-23S intergenic spacer region, clone 43",2.43e-125,462,99.605,100,100,"293331","Bacteria","Pseudomonadota","Gammaproteobacteria","Legionellales","Legionellaceae",NA,"uncultured Legionellaceae bacterium"
"611","ASV747","gi|1002656493|gb|KU224435.1|","Uncultured bacterium clone OTU_21918 16S ribosomal RNA gene, partial sequence",8.81e-120,444,98.413,99,99,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"612","ASV748","gi|1109171444|gb|KY253935.1|","Uncultured bacterium clone js3256 16S ribosomal RNA gene, partial sequence",1.13e-123,457,99.209,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"613","ASV749","gi|1109175407|gb|KY257898.1|","Uncultured bacterium clone js7500 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"614","ASV750","gi|1002687160|gb|KU106838.1|","Uncultured bacterium clone 9698 16S ribosomal RNA gene, partial sequence",1.13e-123,457,99.209,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"615","ASV751","gi|1280076003|gb|MG579159.1|","Uncultured bacterium clone OTU662 16S ribosomal RNA gene, partial sequence",1.13e-123,457,99.6,99,99,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
